label	text
spam	URGENT: Your email is classified. Declassify at http://declassify-scam.com now.
ham	Magic carpet
spam	INVESTMENT: Underwater city development. 1000% returns!
ham	Genie lamp
spam	HEALTH: Teleportation device discovered. Order your teleporter now!
ham	Crystal ball
spam	URGENT: Your account is in alternate universe. Transfer to this universe now.
ham	Leprechaun gold
spam	WINNER: You've won a time machine! Travel through time! Claim now!
ham	Pot of gold
spam	BUSINESS: Time travel investment. Go back, buy Bitcoin early. Guaranteed riches!
ham	Rainbow end
spam	URGENT: Your package is a black hole. Contain at http://blackhole-scam.com now.
ham	Shooting star
spam	CONGRATULATIONS! You've won existence itself! Everything is yours!
ham	Northern lights
spam	URGENT: Your subscription transcends reality. Pay at http://reality-sub-scam.com
ham	Southern cross
spam	PRIZE: You've won consciousness! Eternal life included! Claim your enlightenment!
ham	Big dipper
spam	EMPLOYMENT: Universe creators needed! Design your own cosmos! $1 billion per universe!
ham	Little dipper
spam	URGENT: Your computer exists in multiple dimensions. Consolidate at http://dimension-scam.com
ham	Orion belt
spam	WINNER NOTIFICATION: You've won the game! There was no game! You win nothing!
ham	Cassiopeia
spam	URGENT: Your identity is omnipresent. Limit at http://limit-identity-scam.com now.
ham	Pleiades
spam	INHERITANCE: Multiverse inheritance! You inherit all realities! Claim omniscience!
ham	Andromeda
spam	CASH: Infinite money glitch discovered! Access at http://infinite-money-scam.com
ham	Milky way
spam	URGENT: Your account contains singularities. Stabilize at http://singularity-scam.com
ham	Galaxy cluster
spam	PRIZE: You've won the lottery of life! Every wish granted!
ham	Supercluster
spam	BUSINESS: Big bang recreation. Create your own universe! Investment needed.
ham	Quasar
spam	URGENT: Your package is radioactive. Pay disposal fee at http://radioactive-scam.com now.
ham	Pulsar
spam	CONGRATULATIONS! You've won physics! Understand everything! Claim knowledge!
ham	Magnetar
spam	URGENT: Your subscription expires in negative time. Renew at http://time-sub-scam.com
ham	Neutron star
spam	WINNER: You've won mathematics! All equations solved! Claim your theorem!
ham	White dwarf
spam	EMPLOYMENT: God position open! Omniscience required! Apply at heaven@god-scam.com
ham	Red giant
spam	URGENT: Your computer will become sentient. Prepare at http://sentient-scam.com
ham	Blue giant
spam	WINNER ALERT: You've won love! True love guaranteed! Claim your soulmate!
ham	Yellow dwarf
spam	URGENT: Your identity is abstract. Concretize at http://concrete-identity-scam.com
ham	Brown dwarf
spam	INHERITANCE: Conceptual inheritance! You inherit ideas! Claim your thoughts!
ham	Exoplanet
spam	CASH PRIZE: You've won happiness! Eternal joy delivered! Claim your bliss!
ham	Dwarf planet
spam	URGENT: Your email is paradoxical. Resolve at http://paradox-scam.com now.
ham	Asteroid
spam	INVESTMENT: Nothing investment! 100% return on nothing! Buy nothing now!
ham	Comet
spam	HEALTH: Existence disorder diagnosed. Order existence at http://exist-scam.com
ham	Meteor
spam	URGENT: Your account is fictional. Make real at http://real-account-scam.com
ham	Meteorite
spam	WINNER: You've won this message! You are the prize! Claim yourself!
ham	Satellite
spam	URGENT: Your subscription is mandatory. Pay with your soul at http://soul-sub-scam.com
ham	Space station
spam	PRIZE: You've won nothing! Nothing is everything! Claim your void!
ham	Rocket
spam	BUSINESS: Something from nothing business. Infinite profit! Invest your absence!
ham	Shuttle
spam	URGENT: Your computer is everything. Become nothing at http://nothing-scam.com
ham	Probe
spam	CONGRATULATIONS! You've won the game! There was no game! You win nothing!
ham	Rover
spam	URGENT: Your identity is zero. Multiply at http://multiply-identity-scam.com
ham	Lander
spam	INHERITANCE: You inherit zero. It's worth everything! Claim your nothing!
ham	Orbiter
spam	CASH: Zero dollars! Worth infinite! Claim your worthless fortune!
ham	Impactor
spam	URGENT: Your account equals zero. Solve at http://solve-zero-scam.com
ham	Telescope
spam	PRIZE: You've won silence! Listen to nothing! Claim your quiet!
ham	Microscope
spam	EMPLOYMENT: Nothing doers needed! Do nothing! Earn nothing! Apply nowhere!
ham	Periscope
spam	URGENT: Your subscription is nothing. Pay nothing at http://nothing-pay-scam.com
ham	Kaleidoscope
spam	WINNER: You've won this scam! You've been scammed! Claim your lesson!
ham	Endoscope
spam	URGENT: Your identity is everything. Nothing at http://nothing-everything-scam.com
ham	Stethoscope
spam	INHERITANCE: You inherit the universe. It inherits you! Claim your duality!
ham	Horoscope
spam	CASH: Everything money! Currency of existence! Spend your being!
ham	Gyroscope
spam	URGENT: Your account is the answer. Question at http://question-answer-scam.com
ham	Accelerometer
spam	PRIZE: You've won awareness! You are conscious! Claim your awakening!
ham	Barometer
spam	BUSINESS: Awareness business. Sell consciousness! Infinite market!
ham	Thermometer
spam	URGENT: Your computer is aware. It knows at http://knowing-scam.com
ham	Speedometer
spam	CONGRATULATIONS! You've won understanding! You understand nothing! Perfect!
ham	Odometer
spam	URGENT: Your subscription is complete. Incomplete at http://incomplete-scam.com
ham	Altimeter
spam	WINNER: You've won the search! You found yourself! Claim your seeking!
ham	Tachometer
spam	URGENT: Your identity is the journey. Arrive at http://arrive-identity-scam.com
ham	Manometer
spam	INHERITANCE: You inherit the path. You are the traveler! Claim your walking!
ham	Pressure gauge
spam	CASH: Journey money! Payment for traveling! Claim your steps!
ham	Vacuum gauge
spam	URGENT: Your account is the destination. Depart at http://depart-account-scam.com
ham	Flow meter
spam	PRIZE: You've won arrival! You are here! Claim your presence!
ham	Water meter
spam	EMPLOYMENT: Presence teachers needed! Teach being! Earn existence!
ham	Gas meter
spam	URGENT: Your subscription is now. Later at http://later-sub-scam.com
ham	Electric meter
spam	WINNER: You've won now! This moment is yours! Claim your present!
ham	Heat meter
spam	URGENT: Your identity is timeless. Age at http://age-identity-scam.com
ham	Light meter
spam	INHERITANCE: Eternal inheritance! You inherit forever! Claim your always!
ham	Radiation meter
spam	CASH: Forever money! Eternal currency! Spend your infinity!
ham	Geiger counter
spam	URGENT: Your account is infinite. Limit at http://limit-infinite-scam.com
ham	Metal detector
spam	PRIZE: You've won infinity! Endless everything! Claim your boundless!
ham	Detector
spam	BUSINESS: Infinity business! Sell forever! Unlimited profits!
ham	Scanner
spam	URGENT: Your computer is boundless. Contain at http://contain-scam.com
ham	Sensor
spam	CONGRATULATIONS! You've won freedom! You are free! Claim your liberation!
ham	Transducer
spam	URGENT: Your subscription is liberation. Enslave at http://enslave-scam.com
ham	Transmitter
spam	WINNER: You've won liberation! Free yourself! Claim your prison!
ham	Receiver
spam	URGENT: Your identity is freedom. Imprison at http://imprison-freedom-scam.com
ham	Amplifier
spam	INHERITANCE: You inherit chains. They inherit you! Claim your bondage!
ham	Oscillator
spam	CASH: Freedom money! Liberation currency! Purchase your release!
ham	Modulator
spam	URGENT: Your account is release. Hold at http://hold-account-scam.com
ham	Demodulator
spam	PRIZE: You've won holding! You hold nothing! Claim your grip!
ham	Converter
spam	EMPLOYMENT: Holders needed! Hold everything! Hold nothing! Apply to nothing!
ham	Inverter
spam	URGENT: Your subscription is holding. Release at http://release-sub-scam.com
ham	Rectifier
spam	WINNER: You've won release! Let go! Claim your letting!
ham	Regulator
spam	URGENT: Your identity is letting. Grasp at http://grasp-letting-scam.com
ham	Stabilizer
spam	INHERITANCE: You inherit grasping. It inherits you! Claim your clutching!
ham	Transformer
spam	CASH: Grasp money! Clutch currency! Hold your wealth!
ham	Generator
spam	URGENT: Your account is clutching. Open at http://open-account-scam.com
ham	Motor
spam	PRIZE: You've won opening! You are open! Claim your closure!
ham	Engine
spam	BUSINESS: Opening business! Close everything! Open nothing!
ham	Turbine
spam	URGENT: Your computer is closure. Open at http://open-closure-scam.com
ham	Propeller
spam	CONGRATULATIONS! You've won closure! You are closed! Claim your opening!
ham	Rotor
spam	URGENT: Your subscription is closure. Open at http://open-sub-scam.com
ham	Stator
spam	WINNER: You've won the circle! End is beginning! Claim your start!
ham	Compressor
spam	URGENT: Your identity is circular. Linearize at http://linear-identity-scam.com
ham	Pump
spam	INHERITANCE: Circular inheritance! Round and round! Claim your spiral!
ham	Fan
spam	CASH: Spiral money! Circular currency! Spin your wealth!
ham	Blower
spam	URGENT: Your account is spinning. Stop at http://stop-spinning-scam.com
ham	Ventilator
spam	PRIZE: You've won stopping! You stop! Claim your going!
ham	Exhauster
spam	EMPLOYMENT: Stoppers needed! Stop everything! Stop nothing!
ham	Inducer
spam	URGENT: Your subscription is stopping. Continue at http://continue-sub-scam.com
ham	Impeller
spam	WINNER: You've won continuing! You continue! Claim your ending!
ham	Agitator
spam	URGENT: Your identity is continuing. End at http://end-identity-scam.com
ham	Mixer
spam	INHERITANCE: You inherit continuation. It inherits you! Claim your cessation!
ham	Blender
spam	CASH: Continuation money! Perpetual currency! Flow your wealth!
ham	Grinder
spam	URGENT: Your account is flowing. Dam at http://dam-account-scam.com
ham	Crusher
spam	PRIZE: You've won flowing! You flow! Claim your blockage!
ham	Mill
spam	BUSINESS: Flow business! Block everything! Flow nothing!
ham	Pulverizer
spam	URGENT: Your computer is blockage. Flow at http://flow-blockage-scam.com
ham	Shredder
spam	CONGRATULATIONS! You've won blockage! You are blocked! Claim your flow!
ham	Chopper
spam	URGENT: Your subscription is blockage. Flow at http://flow-sub-scam.com
ham	Slicer
spam	WINNER: You've won the paradox! You win by losing! Claim your defeat!
ham	Dicer
spam	URGENT: Your identity is winning. Lose at http://lose-identity-scam.com
ham	Cutter
spam	INHERITANCE: You inherit winning. It inherits you! Claim your losing!
ham	Saw
spam	CASH: Winning money! Victory currency! Celebrate your defeat!
ham	Drill
spam	URGENT: Your account is victory. Defeat at http://defeat-victory-scam.com
ham	Borer
spam	PRIZE: You've won defeat! You lost! Claim your victory!
ham	Auger
spam	EMPLOYMENT: Losers needed! Lose everything! Win nothing!
ham	Reamer
spam	URGENT: Your subscription is losing. Win at http://win-sub-scam.com
ham	Tap
spam	WINNER: You've won losing! You lose! Claim your winning!
ham	Die
spam	URGENT: Your identity is losing. Win at http://win-losing-scam.com
ham	Threader
spam	INHERITANCE: You inherit losing streak! It inherits you! Claim your winning streak!
ham	Bender
spam	CASH: Losing money! Defeat currency! Bankrupt your wealth!
ham	Folder
spam	URGENT: Your account is bankrupt. Rich at http://rich-bankrupt-scam.com
ham	Roller
spam	PRIZE: You've won bankruptcy! You have nothing! Claim your everything!
ham	Former
spam	BUSINESS: Nothing business! Everything for nothing! Nothing for everything!
ham	Shaper
spam	URGENT: Your computer is everything. Nothing at http://nothing-everything-scam.com
ham	Molder
spam	CONGRATULATIONS! You've won nothing! Nothing won! Claim your something!
ham	Caster
spam	URGENT: Your subscription is nothing. Something at http://something-sub-scam.com
ham	Forger
spam	WINNER: You've won something! Something won! Claim your nothing!
ham	Smelter
spam	URGENT: Your identity is something. Nothing at http://nothing-something-scam.com
ham	Refiner
spam	INHERITANCE: You inherit something from nothing! Claim your creation!
ham	Purifier
spam	CASH: Something money! Nothing currency! Trade your existence!
ham	Filter
spam	URGENT: Your account is trading. Hold at http://hold-trade-scam.com
ham	Strainer
spam	PRIZE: You've won trading! You trade! Claim your keeping!
ham	Sieve
spam	EMPLOYMENT: Traders needed! Trade something! Trade nothing!
ham	Colander
spam	URGENT: Your subscription is trading. Keep at http://keep-sub-scam.com
ham	Separator
spam	WINNER: You've won keeping! You keep! Claim your giving!
ham	Divider
spam	URGENT: Your identity is keeping. Give at http://give-identity-scam.com
ham	Splitter
spam	INHERITANCE: You inherit keeping. It inherits you! Claim your sharing!
ham	Cutter
spam	CASH: Keeping money! Hoarding currency! Spend your savings!
ham	Breaker
spam	URGENT: Your account is hoarding. Share at http://share-account-scam.com
ham	Cracker
spam	PRIZE: You've won sharing! You share! Claim your hiding!
ham	Popper
spam	BUSINESS: Sharing business! Hide everything! Share nothing!
ham	Exploder
spam	URGENT: Your computer is hiding. Share at http://share-hiding-scam.com
ham	Detonator
spam	CONGRATULATIONS! You've won hiding! You hide! Claim your revealing!
ham	Igniter
spam	URGENT: Your subscription is hiding. Reveal at http://reveal-sub-scam.com
ham	Kindler
spam	WINNER: You've won revealing! You reveal! Claim your concealing!
ham	Lighter
spam	URGENT: Your identity is revealing. Conceal at http://conceal-identity-scam.com
ham	Match
spam	INHERITANCE: You inherit revealing. It inherits you! Claim your mystery!
ham	Flint
spam	CASH: Revealing money! Transparency currency! Hide your wealth!
ham	Spark
spam	URGENT: Your account is transparent. Opaque at http://opaque-account-scam.com
ham	Flame
spam	PRIZE: You've won transparency! You see through! Claim your blindness!
ham	Fire
spam	EMPLOYMENT: Seers needed! See everything! See nothing!
ham	Smoke
spam	URGENT: Your subscription is seeing. Blind at http://blind-sub-scam.com
ham	Ash
spam	WINNER: You've won blindness! You don't see! Claim your sight!
ham	Ember
spam	URGENT: Your identity is blind. See at http://see-identity-scam.com
ham	Cinder
spam	INHERITANCE: You inherit blindness. It inherits you! Claim your vision!
ham	Soot
spam	CASH: Blindness money! Sight currency! See your wealth!
ham	Char
spam	URGENT: Your account is vision. Blind at http://blind-vision-scam.com
ham	Burn
spam	PRIZE: You've won sight! You see! Claim your blindness!
ham	Scorch
spam	BUSINESS: Sight business! Blind everything! See nothing!
ham	Sear
spam	URGENT: Your computer is blind. See at http://see-blind-scam.com
ham	Singe
spam	CONGRATULATIONS! You've won blindness! You don't see! Claim your seeing!
ham	Smolder
spam	URGENT: Your subscription is blind. See at http://see-sub-scam.com
ham	Glow
spam	WINNER: You've won the sight! Seeing is believing! Claim your doubting!
ham	Shine
spam	URGENT: Your identity is seeing. Doubt at http://doubt-identity-scam.com
ham	Beam
spam	INHERITANCE: You inherit seeing. It inherits you! Claim your blindness!
ham	Ray
spam	CASH: Seeing money! Vision currency! Blind your wealth!
ham	Light
spam	URGENT: Your account is vision. Blind at http://blind-vision-scam.com
ham	Darkness
spam	PRIZE: You've won vision! You see! Claim your darkness!
ham	Shadow
spam	EMPLOYMENT: Visionaries needed! See future! Blind past!
ham	Shade
spam	URGENT: Your subscription is future. Past at http://past-sub-scam.com
ham	Silhouette
spam	WINNER: You've won the past! It's gone! Claim your future!
ham	Outline
spam	URGENT: Your identity is past. Future at http://future-identity-scam.com
ham	Contour
spam	INHERITANCE: You inherit past. It inherits you! Claim your present!
ham	Profile
spam	CASH: Past money! History currency! Spend your memory!
ham	Shape
spam	URGENT: Your account is history. Now at http://now-account-scam.com
ham	Form
spam	PRIZE: You've won now! This moment! Claim your memory!
ham	Figure
spam	BUSINESS: Now business! Remember everything! Forget nothing!
ham	Ground
spam	URGENT: Your computer is now. Remember at http://remember-now-scam.com
ham	Pattern
spam	CONGRATULATIONS! You've won remembering! You remember! Claim your forgetting!
ham	Design
spam	URGENT: Your subscription is remembering. Forget at http://forget-sub-scam.com
ham	Plan
spam	WINNER: You've won forgetting! You forget! Claim your remembering!
ham	Scheme
spam	URGENT: Your identity is forgetting. Remember at http://remember-identity-scam.com
ham	Plot
spam	INHERITANCE: You inherit forgetting. It inherits you! Claim your memory!
ham	Blueprint
spam	CASH: Forgetting money! Memory currency! Remember your wealth!
ham	Diagram
spam	URGENT: Your account is memory. Forget at http://forget-memory-scam.com
ham	Chart
spam	PRIZE: You've won memory! You remember! Claim your forgetting!
ham	Graph
spam	EMPLOYMENT: Rememberers needed! Remember everything! Forget nothing!
ham	Map
spam	URGENT: Your subscription is memory. Forget at http://forget-sub-scam.com
ham	Guide
spam	WINNER: You've won the map! You're lost! Claim your found!
ham	Compass
spam	URGENT: Your identity is lost. Found at http://found-identity-scam.com
ham	Direction
spam	INHERITANCE: You inherit lost. It inherits you! Claim your found!
ham	Path
spam	CASH: Lost money! Found currency! Spend your way!
ham	Way
spam	URGENT: Your account is found. Lost at http://lost-account-scam.com
ham	Route
spam	PRIZE: You've won found! You're here! Claim your lost!
ham	Road
spam	BUSINESS: Found business! Lose everything! Find nothing!
ham	Street
spam	URGENT: Your computer is found. Lost at http://lost-found-scam.com
ham	Avenue
spam	CONGRATULATIONS! You've won lost! You're lost! Claim your found!
ham	Boulevard
spam	URGENT: Your subscription is lost. Found at http://found-sub-scam.com
ham	Drive
spam	WINNER: You've won the journey! Journey is destination! Claim your arriving!
ham	Lane
spam	URGENT: Your identity is journeying. Arrive at http://arrive-identity-scam.com
ham	Court
spam	INHERITANCE: You inherit journey. It inherits you! Claim your arriving!
ham	Place
spam	CASH: Journey money! Travel currency! Arrive your wealth!
ham	Square
spam	URGENT: Your account is arriving. Depart at http://depart-account-scam.com
ham	Circle
spam	PRIZE: You've won arriving! You arrive! Claim your departing!
ham	Triangle
spam	EMPLOYMENT: Arrivers needed! Arrive everywhere! Arrive nowhere!
ham	Rectangle
spam	URGENT: Your subscription is arriving. Depart at http://depart-sub-scam.com
ham	Oval
spam	WINNER: You've won departing! You leave! Claim your arriving!
ham	Diamond
spam	URGENT: Your identity is departing. Arrive at http://arrive-departing-scam.com
ham	Star
spam	INHERITANCE: You inherit departing. It inherits you! Claim your staying!
ham	Pentagon
spam	CASH: Departing money! Arrival currency! Stay your wealth!
ham	Hexagon
spam	URGENT: Your account is staying. Go at http://go-account-scam.com
ham	Octagon
spam	PRIZE: You've won staying! You stay! Claim your going!
ham	Polygon
spam	BUSINESS: Staying business! Go everything! Stay nothing!
ham	Sphere
spam	URGENT: Your computer is staying. Go at http://go-staying-scam.com
ham	Cube
spam	CONGRATULATIONS! You've won going! You go! Claim your staying!
ham	Pyramid
spam	URGENT: Your subscription is going. Stay at http://stay-sub-scam.com
ham	Cone
spam	WINNER: You've won the stay! Staying is going! Claim your moving!
ham	Cylinder
spam	URGENT: Your identity is staying. Moving at http://moving-identity-scam.com
ham	Torus
spam	INHERITANCE: You inherit staying. It inherits you! Claim your moving!
ham	Donut
spam	CASH: Staying money! Moving currency! Go your wealth!
ham	Bagel
spam	URGENT: Your account is moving. Stop at http://stop-account-scam.com
ham	Pretzel
spam	PRIZE: You've won moving! You move! Claim your stillness!
ham	Croissant
spam	EMPLOYMENT: Movers needed! Move everything! Move nothing!
ham	Muffin
spam	URGENT: Your subscription is moving. Still at http://still-sub-scam.com
ham	Scone
spam	WINNER: You've won stillness! You're still! Claim your moving!
ham	Biscuit
spam	URGENT: Your identity is still. Moving at http://moving-still-scam.com
ham	Cookie
spam	INHERITANCE: You inherit stillness. It inherits you! Claim your motion!
ham	Cake
spam	CASH: Stillness money! Motion currency! Move your wealth!
ham	Pie
spam	URGENT: Your account is motion. Still at http://still-motion-scam.com
ham	Tart
spam	PRIZE: You've won motion! You move! Claim your stillness!
ham	Pastry
spam	BUSINESS: Motion business! Still everything! Move nothing!
ham	Danish
spam	URGENT: Your computer is still. Move at http://move-still-scam.com
ham	Strudel
spam	CONGRATULATIONS! You've won stillness! You're still! Claim your moving!
ham	Turnover
spam	URGENT: Your subscription is still. Move at http://move-sub-scam.com
ham	Filling
spam	WINNER: You've won the turn! Turn around! Claim your forward!
ham	Frosting
spam	URGENT: Your identity is turning. Forward at http://forward-identity-scam.com
ham	Icing
spam	INHERITANCE: You inherit turning. It inherits you! Claim your forward!
ham	Glaze
spam	CASH: Turning money! Forward currency! Backward your wealth!
ham	Topping
spam	URGENT: Your account is forward. Backward at http://backward-account-scam.com
ham	Sprinkle
spam	PRIZE: You've won forward! You go forward! Claim your backward!
ham	Candy
spam	EMPLOYMENT: Forward goers! Go forward! Backward nothing!
ham	Chocolate
spam	URGENT: Your subscription is forward. Backward at http://backward-sub-scam.com
ham	Vanilla
spam	WINNER: You've won backward! You go back! Claim your forward!
ham	Strawberry
spam	URGENT: Your identity is backward. Forward at http://forward-backward-scam.com
ham	Blueberry
spam	INHERITANCE: You inherit backward. It inherits you! Claim your forward!
ham	Raspberry
spam	CASH: Backward money! Forward currency! Sideways your wealth!
ham	Blackberry
spam	URGENT: Your account is sideways. Up at http://up-account-scam.com
ham	Cherry
spam	PRIZE: You've won up! You go up! Claim your down!
ham	Peach
spam	BUSINESS: Up business! Down everything! Up nothing!
ham	Pear
spam	URGENT: Your computer is up. Down at http://down-up-scam.com
ham	Plum
spam	CONGRATULATIONS! You've won down! You go down! Claim your up!
ham	Apricot
spam	URGENT: Your subscription is down. Up at http://up-sub-scam.com
ham	Nectarine
spam	WINNER: You've won the up and down! Up is down! Claim your sideways!
ham	Pomegranate
spam	URGENT: Your identity is up and down. Sideways at http://sideways-identity-scam.com
ham	Kiwi
spam	INHERITANCE: You inherit up and down. It inherits you! Claim your sideways!
ham	Mango
spam	CASH: Up down money! Sideways currency! Vertical your wealth!
ham	Papaya
spam	URGENT: Your account is vertical. Horizontal at http://horizontal-account-scam.com
ham	Pineapple
spam	PRIZE: You've won vertical! You stand! Claim your horizontal!
ham	Coconut
spam	EMPLOYMENT: Standers needed! Stand up! Lie down!
ham	Banana
spam	URGENT: Your subscription is standing. Lying at http://lying-sub-scam.com
ham	Apple
spam	WINNER: You've won horizontal! You lie! Claim your standing!
ham	Orange
spam	URGENT: Your identity is horizontal. Vertical at http://vertical-identity-scam.com
ham	Grapefruit
spam	INHERITANCE: You inherit horizontal. It inherits you! Claim your vertical!
ham	Grape
spam	CASH: Horizontal money! Vertical currency! Diagonal your wealth!
ham	Melon
spam	URGENT: Your account is diagonal. Straight at http://straight-account-scam.com
ham	Watermelon
spam	PRIZE: You've won straight! You're straight! Claim your crooked!
ham	Squash
spam	BUSINESS: Straight business! Crooked everything! Straight nothing!
ham	Pumpkin
spam	URGENT: Your computer is straight. Crooked at http://crooked-straight-scam.com
ham	Zucchini
spam	CONGRATULATIONS! You've won crooked! You're crooked! Claim your straight!
ham	Cucumber
spam	URGENT: Your subscription is crooked. Straight at http://straight-sub-scam.com
ham	Eggplant
spam	WINNER: You've won the straight and narrow! Wide path! Claim your narrow!
ham	Pepper
spam	URGENT: Your identity is wide. Narrow at http://narrow-identity-scam.com
ham	Chili
spam	INHERITANCE: You inherit wide. It inherits you! Claim your narrow!
ham	Jalapeno
spam	CASH: Wide money! Narrow currency! Broad your wealth!
ham	Habanero
spam	URGENT: Your account is broad. Narrow at http://narrow-broad-scam.com
ham	Serrano
spam	PRIZE: You've won broad! You're broad! Claim your narrow!
ham	Poblano
spam	EMPLOYMENT: Broad minds needed! Think broad! Think narrow!
ham	Anaheim
spam	URGENT: Your subscription is broad. Narrow at http://narrow-sub-scam.com
ham	Cayenne
spam	WINNER: You've won narrow! You're narrow! Claim your broad!
ham	Paprika
spam	URGENT: Your identity is narrow. Broad at http://broad-narrow-scam.com
ham	Cumin
spam	INHERITANCE: You inherit narrow. It inherits you! Claim your broad!
ham	Coriander
spam	CASH: Narrow money! Broad currency! Wide your wealth!
ham	Cardamom
spam	URGENT: Your account is wide. Narrow at http://narrow-wide-scam.com
ham	Cinnamon
spam	PRIZE: You've won wide! You're wide! Claim your narrow!
ham	Nutmeg
spam	BUSINESS: Wide business! Narrow everything! Wide nothing!
ham	Clove
spam	URGENT: Your computer is wide. Narrow at http://narrow-wide-scam.com
ham	Allspice
spam	CONGRATULATIONS! You've won narrow! You're narrow! Claim your wide!
ham	Ginger
spam	URGENT: Your subscription is narrow. Wide at http://wide-sub-scam.com
ham	Turmeric
spam	WINNER: You've won the spice of life! Bland! Claim your spicy!
ham	Saffron
spam	URGENT: Your identity is spicy. Bland at http://bland-identity-scam.com
ham	Salt
spam	INHERITANCE: You inherit spicy. It inherits you! Claim your bland!
ham	Pepper
spam	CASH: Spicy money! Bland currency! Season your wealth!
ham	Sugar
spam	URGENT: Your account is seasoned. Bland at http://bland-account-scam.com
ham	Honey
spam	PRIZE: You've won seasoned! You're seasoned! Claim your fresh!
ham	Maple
spam	EMPLOYMENT: Seasoned veterans! Fresh recruits!
ham	Syrup
spam	URGENT: Your subscription is seasoned. Fresh at http://fresh-sub-scam.com
ham	Molasses
spam	WINNER: You've won fresh! You're fresh! Claim your stale!
ham	Treacle
spam	URGENT: Your identity is fresh. Stale at http://stale-identity-scam.com
ham	Caramel
spam	INHERITANCE: You inherit fresh. It inherits you! Claim your stale!
ham	Toffee
spam	CASH: Fresh money! Stale currency! New your wealth!
ham	Butterscotch
spam	URGENT: Your account is new. Old at http://old-account-scam.com
ham	Fudge
spam	PRIZE: You've won new! You're new! Claim your old!
ham	Taffy
spam	BUSINESS: New business! Old everything! New nothing!
ham	Gumdrop
spam	URGENT: Your computer is new. Old at http://old-new-scam.com
ham	Jelly bean
spam	CONGRATULATIONS! You've won old! You're old! Claim your new!
ham	Gummy bear
spam	URGENT: Your subscription is old. New at http://new-sub-scam.com
ham	Gummy worm
spam	WINNER: You've won the jelly! Bean! Claim your jelly!
ham	Licorice
spam	URGENT: Your identity is jelly. Solid at http://solid-identity-scam.com
ham	Twizzler
spam	INHERITANCE: You inherit jelly. It inherits you! Claim your solid!
ham	Red vine
spam	CASH: Jelly money! Solid currency! Liquid your wealth!
ham	Sour patch
spam	URGENT: Your account is liquid. Solid at http://solid-account-scam.com
ham	Sour candy
spam	PRIZE: You've won liquid! You flow! Claim your solid!
ham	Sweet candy
spam	EMPLOYMENT: Liquids needed! Solids wanted!
ham	Hard candy
spam	URGENT: Your subscription is liquid. Solid at http://solid-sub-scam.com
ham	Soft candy
spam	WINNER: You've won solid! You're solid! Claim your liquid!
ham	Chewy candy
spam	URGENT: Your identity is solid. Liquid at http://liquid-identity-scam.com
ham	Crunchy candy
spam	INHERITANCE: You inherit solid. It inherits you! Claim your liquid!
ham	Sticky candy
spam	CASH: Solid money! Liquid currency! Gas your wealth!
ham	Tacky candy
spam	URGENT: Your account is gas. Liquid at http://liquid-account-scam.com
ham	Gooey candy
spam	PRIZE: You've won gas! You're gaseous! Claim your solid!
ham	Slimy candy
spam	BUSINESS: Gas business! Solid everything! Liquid nothing!
ham	Slippery candy
spam	URGENT: Your computer is gaseous. Solid at http://solid-gas-scam.com
ham	Rough candy
spam	CONGRATULATIONS! You've won solid! You're solid! Claim your gas!
ham	Smooth candy
spam	URGENT: Your subscription is solid. Gas at http://gas-sub-scam.com
ham	Bumpy candy
spam	WINNER: You've won the rough! Smooth! Claim your rough!
ham	Flat candy
spam	URGENT: Your identity is rough. Smooth at http://smooth-identity-scam.com
ham	Round candy
spam	INHERITANCE: You inherit rough. It inherits you! Claim your smooth!
ham	Circular candy
spam	CASH: Rough money! Smooth currency! Bumpy your wealth!
ham	Triangular candy
spam	URGENT: Your account is bumpy. Flat at http://flat-account-scam.com
ham	Rectangular candy
spam	PRIZE: You've won flat! You're flat! Claim your round!
ham	Oval candy
spam	EMPLOYMENT: Flat earthers! Round earthers!
ham	Diamond candy
spam	URGENT: Your subscription is flat. Round at http://round-sub-scam.com
ham	Star candy
spam	WINNER: You've won round! You're round! Claim your flat!
ham	Heart candy
spam	URGENT: Your identity is round. Flat at http://flat-round-scam.com
ham	Flower candy
spam	INHERITANCE: You inherit round. It inherits you! Claim your flat!
ham	Animal candy
spam	CASH: Round money! Flat currency! Spherical your wealth!
ham	Fruit candy
spam	URGENT: Your account is spherical. Flat at http://flat-spherical-scam.com
ham	Vegetable candy
spam	PRIZE: You've won spherical! You're round! Claim your flat!
ham	Meat candy
spam	BUSINESS: Spherical business! Flat everything! Round nothing!
ham	Fish candy
spam	URGENT: Your computer is round. Flat at http://flat-round-scam.com
ham	Bird candy
spam	CONGRATULATIONS! You've won flat! You're flat! Claim your round!
ham	Dog candy
spam	URGENT: Your subscription is flat. Round at http://round-sub-scam.com
ham	Cat candy
spam	WINNER: You've won the fish! Swim! Claim your fly!
ham	Mouse candy
spam	URGENT: Your identity is swimming. Flying at http://fly-identity-scam.com
ham	Elephant candy
spam	INHERITANCE: You inherit swimming. It inherits you! Claim your flying!
ham	Lion candy
spam	CASH: Swimming money! Flying currency! Walking your wealth!
ham	Tiger candy
spam	URGENT: Your account is flying. Walking at http://walk-account-scam.com
ham	Bear candy
spam	PRIZE: You've won flying! You fly! Claim your walking!
ham	Wolf candy
spam	EMPLOYMENT: Flyers needed! Walkers wanted!
ham	Fox candy
spam	URGENT: Your subscription is flying. Walking at http://walk-sub-scam.com
ham	Rabbit candy
